logical_offset,track2_raw_offset,byte_len,text,jp_chars,hiragana,katakana,kanji
0x14566952,0x17635002,30,アブナイ関係じゃないだろうな。,14,8,4,2
0x14566971,0x17635021,74,あの娘は何かを確信した上で、行動していた。知っていることがあるに違いない。,34,25,0,9
0x145669BC,0x1763506C,160,多分、俺をここに運んでくれたのも、彼女達だろう。と言う事は、俺に対して敵意はないしあの場は無事に収まったと言うことだ。とにかく、この人物を探さなくては。それにコ,73,51,1,21
0x14566A5C,0x1763510C,56,テージにも行ってみないと。ゲスト情報から探す手もあるな。,26,15,6,5
0x14566A95,0x17635145,20,とにかく出かけよう。,9,8,0,1
0x14566AAA,0x1763515A,62,俺が寝かされていた部屋だ。そういえば彼女の荷物が見当たらない。,29,19,0,10
0x14566AE9,0x17635199,44,大抵の女の子は、大量の荷物を持ってくるのに。,20,11,0,9
0x14566B16,0x176351C6,22,順序だてて話をしよう。,10,7,0,3
0x14566B2D,0x176351DD,30,まず、君はいったい何者なんだ？,13,10,0,3
0x14566B4C,0x176351FC,22,信じられないな・・・。,10,6,3,1
0x14566B63,0x17635213,68,だって、さっき君は血を流していたじゃないか。それに体温だって・・・。,31,23,3,5
0x14566BA8,0x17635258,32,人間と同じではなくそれ以上だな。,15,10,0,5
0x14566BC9,0x17635279,32,俺には変身なんて出来ないからね。,15,10,0,5
0x14566BEA,0x1763529A,34,ちょっと聞きたいんだけどさ・・・。,16,12,3,1
0x14566C0D,0x176352BD,28,さっき、じいさんが言っていた,13,12,0,1
0x14566C2A,0x176352DA,34,「パンサークロー」ってのはいったい,15,8,7,0
0x14566C4D,0x176352FD,14,何者なんだい？,6,4,0,2
0x14566C5C,0x1763530C,28,じゃあ、何度でも復活するの？,12,8,0,4
0x14566C79,0x17635329,34,それにしても、みずえちゃんはもっと,16,16,0,0
0x14566C9C,0x1763534C,28,内気な女の子だと聞いてたぜ。,13,8,0,5
0x14566CB9,0x17635369,28,いったい何があったんだろう？,13,12,0,1
0x14566CD6,0x17635386,24,助ける方法はないのかい？,11,8,0,3
0x14566CEF,0x1763539F,24,ちょっと勇気がいるけど、,11,9,0,2
0x14566D08,0x176353B8,28,俺もぜひ応援させてもらうよ。,13,10,0,3
0x14566D25,0x176353D5,34,それに美紅ちゃんのことも心配だし。,16,12,0,4
0x14566D48,0x176353F8,26,何もしないで、しっぽ巻いて,12,10,0,2
0x14566D63,0x17635413,24,帰るなんてできるもんか！,11,10,0,1
0x14566D7C,0x1763542C,28,こーゆーのは金額じゃないの。,13,9,2,2
0x14566D99,0x17635449,30,ハニーちゃんだってお金の為じゃ,15,10,3,2
0x14566DB8,0x17635468,14,ないでしょう？,6,6,0,0
0x14566DC7,0x17635477,34,おいおい、相手はアンドロイドだぜ。,15,7,6,2
0x14566DEA,0x1763549A,20,なぜ、ときめくんだ？,8,8,0,0
0x14566DFF,0x176354AF,30,まさか、やつらは美紅ちゃんまで,14,12,0,2
0x14566E1E,0x176354CE,40,パンサー魔女にしちまうつもりじゃ・・・。,19,10,7,2
0x14566E47,0x176354F7,34,連続失踪事件の真相はこれか・・・。,16,5,3,8
0x14566E6A,0x1763551A,30,じゃあ、どこかで魔女候補となる,14,10,0,4
0x14566E89,0x17635539,32,人間を見わける場所があるはずだ。,15,10,0,5
0x14566EAA,0x1763555A,10,そうだね。,4,4,0,0
0x14566EB5,0x17635565,14,行ってみよう。,6,5,0,1
0x14566EC4,0x17635574,22,ホテルの部屋のようだ。,10,5,3,2
0x14566EDB,0x1763558B,34,確か、占いの館で気を失って・・・。,15,7,3,5
0x14566EFE,0x176355AE,18,どうなってるんだ？,8,8,0,0
0x14566F11,0x176355C1,24,そうだ、ハニーちゃんは？,10,7,3,0
0x14566F2A,0x176355DA,8,うわっ！,3,3,0,0
0x14566F33,0x176355E3,28,な、なんで隣にハニーちゃんが,13,9,3,1
0x14566F50,0x17635600,14,寝ているんだ？,6,5,0,1
0x14566F5F,0x1763560F,14,かわいいなぁ。,6,6,0,0
0x14566F6E,0x1763561E,44,とてもアンドロイドとは思えないよなぁ・・・。,21,11,9,1
0x14566F9B,0x1763564B,30,部屋には他に誰もいない・・・。,14,7,3,4
0x14566FBA,0x1763566A,22,変な気分になってくる。,10,7,0,3
0x14566FD1,0x17635681,30,今のうちならキスくらい・・・。,14,8,5,1
0x14566FF0,0x176356A0,14,ん〜っ・・・。,5,2,3,0
0x14566FFF,0x176356AF,8,ひゃー！,3,2,1,0
0x14567008,0x176357E8,18,ごっ、誤解だっ！！,6,4,0,2
0x1456701B,0x176357FB,32,大丈夫か、様子を見ただけだって。,14,8,0,6
0x1456703C,0x1763581C,20,知らない、知らない！,8,6,0,2
0x14567051,0x17635831,30,気が付いたら、ここにいたんだ。,13,11,0,2
0x14567070,0x17635850,12,はぁ・・・。,5,2,3,0
0x1456707D,0x1763585D,24,何でもない、何でもない。,10,8,0,2
0x14567096,0x17635876,24,いやー、すんませんねぇ。,10,9,1,0
0x145670AF,0x1763588F,20,さすがは団兵衛さん。,9,6,0,3
0x145670C4,0x176358A4,22,もー、おなかぺこぺこ。,9,8,1,0
0x145670DB,0x176358BB,12,そー、そー。,4,2,2,0
0x145670E8,0x176358C8,40,ねぇ、やつらの本当の目的は何かな・・・。,18,10,3,5
0x14567111,0x176358F1,28,その分、敵も逃げられないさ。,12,9,0,3
0x1456712E,0x1763590E,44,問題は、やつらがどこに潜り込んでいるかだな。,20,16,0,4
0x1456715B,0x1763593B,30,アジトになっている場所が判れば,15,9,3,3
0x1456717A,0x1763595A,18,一発なんだけどね。,8,6,0,2
0x1456718D,0x1763596D,30,とにかく、島内をしらみつぶしに,14,12,0,2
0x145671AC,0x1763598C,22,調べていくしかないね。,10,9,0,1
0x145671CA,0x176359AA,40,そうと決まったら、アジトを探しに行こう。,18,12,3,3
0x145671F3,0x176359D3,30,ミーティングにしか使わないから,15,8,6,1
0x14567212,0x176359F2,28,何だかもったいない気がする。,13,11,0,2
0x1456722F,0x17635A0F,28,ここにいると、今までのことが,13,12,0,1
0x1456724C,0x17635A2C,22,嘘のようにすら感じる。,10,8,0,2
0x14567263,0x17635A43,30,無茶を言わんで下さいよ・・・。,14,7,3,4
0x14567282,0x17635A62,24,でも、これからどうする？,10,10,0,0
0x1456729B,0x17635A7B,14,サラか・・・。,6,1,5,0
0x145672AA,0x17635A8A,38,コンサート前に近付かないと、だめだな。,17,9,5,3
0x145672D1,0x17635AB1,24,今、どこにいるんだろう？,10,9,0,1
0x145672EA,0x17635ACA,36,有名人だから、人の多い所じゃないな。,16,10,0,6
0x1456730F,0x17635AEF,32,しかも、高級な建物のはず・・・。,14,7,3,4
0x14567330,0x17635B10,22,そんな場所あったっけ？,10,8,0,2
0x14567347,0x17635B27,16,そう言えば・・・,8,4,3,1
0x14567358,0x17635B38,56,島内を歩いている時に一般の人が入れない洋館があったよね。,27,17,0,10
0x14567391,0x17635B71,36,あれは、ゲストハウスじゃないのかな。,16,10,6,0
0x145673BD,0x17635B9D,32,どさくさ紛れになんちゅうことを！,15,14,0,1
0x145673DE,0x17635BBE,14,なんだかなー。,6,5,1,0
0x145673ED,0x17635BCD,30,一体、じいさんに何て言ったの？,13,9,0,4
0x1456740C,0x17635BEC,12,えーっ！！！,3,2,1,0
0x14567419,0x17635BF9,20,なんて約束するんだ。,9,7,0,2
0x1456742E,0x17635C0E,22,そういうことか・・・。,10,7,3,0
0x14567445,0x17635C25,28,しかし、なんちゅうじじいだ。,12,12,0,0
0x14567462,0x17635C42,30,ところで、どこに行ったんだい？,13,12,0,1
0x14567481,0x17635C61,10,なるほど。,4,4,0,0
0x1456748C,0x17635C6C,28,じいさんの扱いが上手いなぁ。,13,10,0,3
0x145674A9,0x17635C89,22,見慣れた光景になった。,10,6,0,4
0x145674C0,0x17635CA0,28,始めは支払いが心配だったが、,13,8,0,5
0x145674DD,0x17635CBD,28,じいさんがみんな払っている。,13,12,0,1
0x145674FA,0x17635CDA,28,あのじいさん金持ちなんだな。,13,11,0,2
0x14567517,0x17635CF7,26,じいさんの姿が見えないな。,12,10,0,2
0x14567532,0x17635D12,26,じいさんはどうしたんだい？,12,12,0,0
0x1456754D,0x17635D2D,10,はぁ・・・,5,2,3,0
0x14567558,0x17635D38,10,よかった。,4,4,0,0
0x14567563,0x17635D43,20,作戦の方はどうする？,9,6,0,3
0x14567578,0x17635D58,26,君の方が経験豊富だからね。,12,6,0,6
0x14567593,0x17635D73,32,もし君がパンサークローだったら、,15,7,7,1
0x145675B4,0x17635D94,12,いつを狙う？,5,4,0,1
0x145675C1,0x17635DA1,24,車ごとドロンってわけか。,11,7,3,1
0x145675DA,0x17635DBA,30,それなら、客の混乱も少ないな。,13,9,0,4
0x145675F9,0x17635DD9,26,他にはいい方法があるかな？,12,9,0,3
0x14567614,0x17635DF4,26,「車ごとドロン」に比べると,11,6,3,2
0x1456762F,0x17635E0F,22,あまりパッとしないな。,10,8,2,0
0x14567646,0x17635E26,8,そうだね,4,4,0,0
0x1456764F,0x17635E2F,26,サラ達と僕らが入れ替わって,13,7,2,4
0x1456766A,0x17635E4A,26,オトリになるって作戦かな。,12,7,3,2
0x14567685,0x17635E65,14,よし、決まり。,5,4,0,1
0x14567694,0x17635E74,28,後は・・・美紅ちゃん・・・。,13,4,6,3
0x145676B1,0x17635E91,22,無事だといいんだけど。,10,8,0,2
0x145676C8,0x17635EA8,10,そうだね。,4,4,0,0
0x145676D3,0x17635EB3,30,なんか我が家に帰ったみたいで、,14,11,0,3
0x145676F2,0x17635ED2,12,ほっとする。,5,5,0,0
0x145676FF,0x17635EDF,24,いくら空中元素固定装置で,12,4,0,8
0x14567718,0x17635EF8,36,きれいになっても、あんなことの後じゃ,17,16,0,1
0x1456773D,0x17635F1D,18,気持ち悪いもんな。,8,5,0,3
0x14567750,0x17635F30,20,あんまり、のんびりも,9,9,0,0
0x14567765,0x17635F45,22,していられないけどね。,10,10,0,0
0x14567783,0x17635F63,28,シャワールーム・チャーンス！,13,0,13,0
0x145677A0,0x17635F80,30,ふっふっふっ、ここでシャワーに,14,10,4,0
0x145677BF,0x17635F9F,18,俺が乱入するのだ。,8,5,0,3
0x145677D2,0x17635FB2,28,ぐふふ、もういいかな・・・。,12,9,3,0
0x145677EF,0x17635FCF,16,さーてと・・・。,7,3,4,0
0x14567800,0x17636110,8,ギクッ！,3,0,3,0
0x14567809,0x17636119,10,だれだっ！,4,4,0,0
0x14567814,0x17636124,18,わっ！美紅ちゃん。,7,5,0,2
0x14567827,0x17636137,34,いったいどこから入ってきたんだよ。,16,15,0,1
0x1456784A,0x1763615A,14,ここ６階だぜ。,5,4,0,1
0x14567859,0x17636169,16,どうしたんだい？,7,7,0,0
0x1456786A,0x1763617A,26,やつらから、逃げてきたの？,11,10,0,1
0x14567885,0x17636195,10,何だって？,4,3,0,1
0x14567897,0x176361A7,10,どうして？,4,4,0,0
0x145678A2,0x176361B2,18,美紅ちゃん・・・。,8,3,3,2
0x145678B5,0x176361C5,18,何でも・・・・・。,8,2,5,1
0x145678CE,0x176361DE,29,>「わかった、一緒に行こう。」,10,7,0,3
0x145678F2,0x17636202,33,>「だめだ。一緒には行けないよ。」,12,9,0,3
0x1456791A,0x1763622A,29,>「ちょっと考えさせてくれ。」,11,10,0,1
0x14567938,0x17636248,14,でへへ・・・。,6,3,3,0
0x14567947,0x17636257,30,そんなに簡単なことじゃないよ。,14,12,0,2
0x14567966,0x17636276,22,俺だって命は惜しいさ。,10,7,0,3
0x1456797D,0x1763628D,34,でもそんな損得だけの問題じゃない。,16,12,0,4
0x145679A0,0x176362B0,14,う〜ん・・・。,5,2,3,0
0x145679B6,0x176362C6,12,・・・・・。,5,0,5,0
0x145679C9,0x176362D9,27,>「判った、一緒に行くよ。」,9,5,0,4
0x145679EB,0x176362FB,23,>「やはり、行けない。」,7,6,0,1
0x14567A03,0x17636313,18,美紅ちゃん・・・。,8,3,3,2
0x14567A16,0x17636326,30,君のことは好きだが、悪魔に魂を,14,9,0,5
0x14567A35,0x17636345,18,売る気は無いんだ。,8,5,0,3
0x14567A48,0x17636358,30,人間を裏切ってまで生きるよりは,15,10,0,5
0x14567A67,0x17636377,14,その方がいい。,6,5,0,1
0x14567A76,0x17636386,18,美紅ちゃん・・・。,8,3,3,2
0x14567A89,0x17636399,16,仕方がないんだ。,7,5,0,2
0x14567A9A,0x176363AA,36,ハニーちゃん、聞いていたのか・・・。,16,9,6,1
0x14567ABF,0x176363CF,32,俺に君達を裏切れって言うのかい？,15,9,0,6
0x14567AE0,0x176363F0,26,これしか選択はないだろう？,12,10,0,2
0x14567AFB,0x1763640B,14,・・・・・・。,6,0,6,0
0x14567B0A,0x1763641A,24,・・・・もう、いいんだ。,10,6,4,0
0x14567B23,0x17636433,74,この先、嫌でも彼女と戦わなくちゃいけない。これ以上戦いづらくしないでくれ。,34,26,0,8
0x14567B6E,0x1763647E,8,だって？,3,3,0,0
0x14567B77,0x17636487,24,何もしてない、してない！,10,9,0,1
0x14567B90,0x176364A0,20,それで、どうでした？,8,8,0,0
0x14567BA5,0x176364B5,24,でも、俺たちが偽者なのは,11,8,0,3
0x14567BBE,0x176364CE,16,バレてたんだぜ。,7,5,2,0
0x14567BCF,0x176364DF,22,そんな、バカな・・・。,9,4,5,0
0x14567BE6,0x176364F6,8,ははっ！,3,3,0,0
0x14567BEF,0x176364FF,28,ここが俺の職場になるわけだ。,13,10,0,3
0x14567C0C,0x1763651C,26,この施設の責任者か・・・。,12,4,3,5
0x14567C27,0x17636537,20,えらくなったもんだ。,9,9,0,0
0x14567C3C,0x1763654C,18,よーし、こうなりゃ,8,7,1,0
0x14567C4F,0x1763655F,26,贅沢の限りを尽くしちゃる。,12,8,0,4
0x14567C6A,0x1763657A,24,さーて何から始めるかな。,11,8,1,2
0x14567C83,0x17636593,12,何があった！,5,4,0,1
0x14567C97,0x176365A7,18,何か知っているか？,8,6,0,2
0x14567CAA,0x176365BA,14,ハニー・・・。,6,0,6,0
0x14567CB9,0x176365C9,30,ハニーちゃん、ちょっと待って！,13,9,3,1
0x14567CD8,0x176365E8,14,俺だよ・・・。,6,2,3,1
0x14567CE7,0x176365F7,24,なんでこんな所に・・・。,11,7,3,1
0x14567D00,0x17636610,10,そうだ！！,3,3,0,0
0x14567D0B,0x1763661B,14,美紅ちゃん！！,5,3,0,2
0x14567D1A,0x1763662A,34,こんな所で、寝ている場合じゃない。,15,11,0,4
0x14567D3D,0x1763664D,26,彼女を探さなくては・・・。,12,6,3,3
0x14567D62,0x17636672,16,・・・頭が重い。,7,2,3,2
0x14575814,0x17646264,28,超豪華なリゾート・ホテルだ。,13,2,8,3
0x14575831,0x17646281,30,こんな高級なホテルに泊れるのは,15,9,3,3
0x14575850,0x176462A0,20,金持ちだけだよな〜。,8,6,0,2
0x14575865,0x176462B5,32,いつ見ても、豪華なつくりだなぁ。,14,11,0,3
0x14575886,0x176462D6,16,豪華なホテルだ。,7,2,3,2
0x14575897,0x176462E7,34,あの美女とじいさんが、このホテルに,16,11,3,2
0x145758BA,0x1764630A,26,泊っているはずなんだけど。,12,11,0,1
0x145758D5,0x17646325,38,フロントに行って聞けば、何かわかるかも,18,11,4,3
0x145758FC,0x1764634C,12,しれないな。,5,5,0,0
0x14575909,0x17646359,22,人間、不思議なもんで、,9,4,0,5
0x14575920,0x17646370,22,段々慣れてくるよなぁ。,9,7,0,2
0x14575937,0x17646387,26,気遅れしなくなったもんな。,12,10,0,2
0x14575952,0x176463A2,30,もっとも、自分の支払いじゃない,14,10,0,4
0x14575971,0x176463C1,30,のが分かって図々しくなっただけ,14,12,0,2
0x14575990,0x176463E0,18,なんだけど・・・。,8,5,3,0
0x145759A3,0x176463F3,22,ハニーちゃんに感謝！！,9,4,3,2
0x145759BA,0x1764640A,34,フロントで何かあるか聞いてみよう。,16,10,4,2
0x145759DD,0x1764642D,34,何か記録が残ってるかもしれないから,17,13,0,4
0x14575A00,0x17646450,20,一応、聞いてみるよ。,8,5,0,3
0x14575A15,0x17646465,20,そういえばさ・・・。,9,6,3,0
0x14575A2A,0x1764647A,26,ハニーちゃんって、ずいぶん,12,9,3,0
0x14575A45,0x17646495,28,お金持ちみたいだけど、まさか,13,11,0,2
0x14575A62,0x176464B2,30,あの力でお金も作り出すのかい？,14,10,0,4
0x14575A81,0x176464D1,16,あー、良かった。,6,4,1,1
0x14575A92,0x176464E2,20,今度、お金貸してね。,8,4,0,4
0x14575AA7,0x176464F7,36,ホテルと名の付く場所はここしかない。,17,10,3,4
0x14575ACC,0x1764651C,32,見た目で言えば、超高級って感じ。,14,7,0,7
0x14575AED,0x1764653D,32,うっかり泊まるなんて言った日にゃ,16,13,0,3
0x14575B0E,0x1764655E,24,幾ら請求されるか・・・。,11,5,3,3
0x14575B27,0x17646577,8,やばい！,3,3,0,0
0x14575B30,0x17646580,28,美紅ちゃんの目付きが違うぞ。,13,8,0,5
0x14575B4D,0x1764659D,26,まさに乙女の目付き・・・。,12,5,3,4
0x14575B68,0x176465B8,10,うっ・・・,5,2,3,0
0x14575B73,0x176465C3,18,やっぱりな・・・。,8,5,3,0
0x14575B86,0x176465D6,34,と、とりあえず、フロントに行こう。,14,9,4,1
0x14575BA9,0x176465F9,36,なにか、手掛かりがあるかもしれない。,16,14,0,2
0x14575BCE,0x1764661E,18,女性客が一人いる。,8,3,0,5
0x14575BE1,0x17646631,26,ちょっと、俺の好みかな〜。,10,8,0,2
0x14575BFC,0x1764664C,20,なめてんのか・・・。,9,6,3,0
0x14575C11,0x17646661,26,やっぱり、何もなかったよ。,11,10,0,1
0x14575C2C,0x1764667C,34,脅迫めいた、メッセージが来てたよ。,15,7,5,3
0x14575C4F,0x1764669F,34,差し出し人は、さっしがつくけどね。,15,12,0,3
0x14575C72,0x176466C2,26,フロントの係員がてきぱきと,13,7,4,2
0x14575C8D,0x176466DD,20,仕事をこなしている。,9,7,0,2
0x14575CA7,0x176466F7,20,ああ、快適でしたよ。,8,6,0,2
0x14575CBC,0x1764670C,26,おかげさまで、いいですよ。,11,11,0,0
0x14575CD7,0x17646727,32,ところで、僕を運んでくれた人は？,14,11,0,3
0x14575CF8,0x17646748,14,どんな人です？,6,5,0,1
0x14575D07,0x17646757,28,いや、その必要はありません。,12,10,0,2
0x14575D24,0x17646774,14,なになに・・・,7,4,3,0
0x14575D3A,0x1764678A,17,>この島から去れ。,7,5,0,2
0x14575D4D,0x1764679D,29,@さもなくば、死が与えられる。,12,10,0,2
0x14575D6C,0x176467BC,27,@これ以上の邪魔は許さない。,12,7,0,5
0x14575D8E,0x176467DE,20,やな内容だな・・・。,9,4,3,2
0x14575DA3,0x176467F3,8,これは？,3,3,0,0
0x14575DAC,0x176467FC,36,「彼女を助けられなくてごめんなさい。,16,13,0,3
0x14575DD1,0x17646821,34,でも１人で助けようとは考えないで、,15,12,0,3
0x14575DF4,0x17646844,36,帰って下さい。支払いは済んでます。」,15,10,0,5
0x14575E19,0x17646869,28,やれやれ、親切なのはいいが、,12,10,0,2
0x14575E36,0x17646886,36,これも帰ってくれか、どうなってんだ。,16,15,0,1
0x14575E5B,0x176468AB,24,大丈夫。何でもないです。,10,6,0,4
0x14575E74,0x176468C4,50,ところで、以前この人が泊まったことはありませんか？,23,19,0,4
0x14575EA7,0x176468F7,18,それは確かですか？,8,7,0,1
0x14575EBA,0x1764690A,26,では、この娘を見たことは？,11,9,0,2
0x14575ED5,0x17646925,22,この人はどうでしょう？,10,9,0,1
0x14575EEC,0x1764693C,12,ありがとう。,5,5,0,0
0x14575EF9,0x17646949,40,美紅ちゃんから、メッセージがあったんだ。,18,11,5,2
0x14575F22,0x17646972,38,でもなぜ、ここにいるのを知ってたんだ？,17,16,0,1
0x14575F49,0x17646999,30,前に来た脅迫状と同じ奴からだ。,14,7,0,7
0x14575F68,0x176469B8,32,「偉大なる存在」に何か心当たりは,14,7,0,7
0x14575F89,0x176469D9,20,ない？ハニーちゃん。,8,5,3,0
0x14575F9E,0x176469EE,16,そんなに凄いの？,7,6,0,1
0x14575FAF,0x176469FF,14,そいつ・・・。,6,3,3,0
0x14575FBE,0x17646A0E,22,ここじゃ、捜査の進展は,10,6,0,4
0x14575FD5,0x17646A25,14,無さそうだね。,6,5,0,1
0x14575FE4,0x17646A34,18,情報集めだってば。,8,5,0,3
0x14575FF7,0x17646A47,12,わはははは。,5,5,0,0
0x14576004,0x17646B84,16,こ・・・今度ね。,7,2,3,2
0x14576015,0x17646B95,18,儲かったら・・・。,8,4,3,1
0x14576028,0x17646BA8,28,・・・・・・・・・・・・・。,13,0,13,0
0x14576045,0x17646BC5,28,フォローになってない・・・。,13,6,7,0
0x14576062,0x17646BE2,24,さー、次に行ってみるか。,10,7,1,2
0x14576080,0x17646C00,15,>私は無事です。,6,3,0,3
0x14576091,0x17646C11,21,@そのうち連絡します。,9,7,0,2
0x145760CA,0x17646C4A,18,美紅ちゃんからだ！,8,6,0,2
0x145760DD,0x17646C5D,22,本当に彼女からなのか？,10,6,0,4
0x145760F4,0x17646C74,16,どういうことだ。,7,7,0,0
0x14576105,0x17646C85,26,なぜ、ここがわかったんだ？,11,11,0,0
0x14576125,0x17646CA5,19,>警告は無視された。,8,4,0,4
0x1457613A,0x17646CBA,29,@偉大なる存在により、死を賜る,13,7,0,6
0x14576159,0x17646CD9,15,@ことになろう。,6,6,0,0
0x1457616F,0x17646CEF,32,また脅迫状だ。どうなってるんだ！,14,11,0,3
0x14576190,0x17646D10,22,他には何かありますか？,10,8,0,2
0x145761A7,0x17646D27,28,いや、ちょっと聞きたいことが,13,12,0,1
0x145761C4,0x17646D44,14,あるんだけど。,6,6,0,0
0x145761D3,0x17646D53,62,こちらに、鮎川みずえという女の子が泊まったことはありませんか？,29,24,0,5
0x14576212,0x17646D92,24,ああ・・・親類の者です。,11,5,3,3
0x1457622B,0x17646DAB,30,そうですか・・・分かりました。,14,10,3,1
0x1457624A,0x17646DCA,34,私宛てにメッセージは届いてますか？,16,8,5,3
0x1457626D,0x17646DED,36,ちょっと聞きたいことがあるんだけど。,17,16,0,1
0x14576292,0x17646E12,24,人を探しているんだけど。,11,9,0,2
0x145762AB,0x17646E2B,32,この娘を見かけたことはないかな？,15,13,0,2
0x145762CC,0x17646E4C,12,そうですか。,5,5,0,0
0x145762D9,0x17646E59,20,どうも、ありがとう。,8,8,0,0
0x145762EE,0x17646E6E,98,ホテルにあるレストランだ。一人の時普通のレストランより、落ち着くけど、長時間いたいとは思わないな。,45,21,13,11
0x14576351,0x17646ED1,160,もしかしたら、美紅ちゃんか、みずえちゃんがいたりして・・・。やっぱ、そんな訳ないか。簡単に見つかれば苦労しないよな。それにしても、一体どこに消えてしまったんだろ,73,59,3,11
0x145763F6,0x17646F76,42,落ち着いて食事の出来る場所。レストランだ。,19,6,5,8
0x14576421,0x17646FA1,82,超豪華ホテルのレストランだけあって、ここで食事をしたら、ものすごく高くつきそうだ。,38,24,8,6
0x14576474,0x17646FF4,74,食事するんじゃなくて、美紅ちゃんとか、万が一いたりするかもしれないでしょ。,34,28,0,6
0x145764BF,0x1764703F,46,いや、見当たらないな。そうだとは思ったけどね。,20,17,0,3
0x145764EE,0x1764706E,24,別の場所に行ってみよう。,11,7,0,4
0x14576507,0x17647087,70,この島で唯一のレストランだ。島に来ている大半の人は、ここで食事を取る。,32,16,5,11
0x1457654E,0x176470CE,120,みずえちゃんも、このレストランで、食事を取った可能性が大きい。とは言え、それだけじゃ、何の手掛かりにもならないが・・・。,54,35,8,11
0x145765C7,0x17647147,72,やはり、無駄足だったな。俺の商売は足で稼ぐものだから、仕方がないけどね。,32,22,0,10
0x14576610,0x17647190,50,いや、そういう訳じゃないんだけど、お腹空いたかい？,22,19,0,3
0x14576643,0x176471C3,56,そうだね。俺の用事も終わったし、ここには出直してこよう。,25,19,0,6
0x1457667C,0x176471FC,18,女性客が一人いる。,8,3,0,5
0x1457668F,0x1764720F,8,げぇっ！,3,3,0,0
0x14576698,0x17647218,18,いやな予感・・・。,8,3,3,2
0x145766AB,0x1764722B,20,なんじゃ、そらー！！,7,6,1,0
0x145766C0,0x17647240,28,ちきしょう・・・逃げられた。,13,9,3,1
0x145766DD,0x1764725D,32,道理で態度がおかしいと思ったぜ。,15,10,0,5
0x145766FE,0x1764727E,14,とほほ・・・。,6,3,3,0
0x14576712,0x17647292,20,・・・ここはどこだ。,9,6,3,0
0x14576727,0x176472A7,8,ホテル？,3,0,3,0
0x14576730,0x176472B0,24,なんでこんな所に・・・。,11,7,3,1
0x14576749,0x176472C9,34,誰が、俺をここまで連れて来たんだ？,15,11,0,4
0x1457676C,0x176472EC,32,それにしても高そうなつくりだな。,15,14,0,1
0x1457678D,0x1764730D,34,やっぱり、俺が支払いするんだろうな,16,13,0,3
0x145767B0,0x17647330,34,後から来た美女はどうしたんだろう？,16,12,0,4
0x145767D3,0x17647353,32,他にも年配の男の声が聞こえてた。,15,9,0,6
0x145767F4,0x17647374,34,そうだ！最後に撮っておいた写真だ。,15,10,0,5
0x14576817,0x176474C7,34,あれが手掛かりになるかも知れない。,16,13,0,3
0x1457683A,0x176474EA,78,ポラロイドだからすぐに見られる。紙をめくるだけでいい。ちゃんと写っててくれよ。,36,28,5,3
0x14576889,0x17647539,150,こっ・・・これは・・・。じいさんが１人写っている。体格と年には不似合いに元気の様だ。特徴のある容姿だから、探しやすいだろう。これが次の取っ掛かりだな。,68,43,6,19
0x14576920,0x176475D0,32,このじいさんとあの娘は、どーゆー,15,12,2,1
0x14576941,0x176475F1,16,関係なんだろう？,7,5,0,2
0x14576952,0x17647602,30,アブナイ関係じゃないだろうな。,14,8,4,2
0x14576971,0x17647621,74,あの娘は何かを確信した上で、行動していた。知っていることがあるに違いない。,34,25,0,9
0x145769BC,0x1764766C,160,多分、俺をここに運んでくれたのも、彼女達だろう。と言う事は、俺に対して敵意はないしあの場は無事に収まったと言うことだ。とにかく、この人物を探さなくては。それにコ,73,51,1,21
0x14576A5C,0x1764770C,56,テージにも行ってみないと。ゲスト情報から探す手もあるな。,26,15,6,5
0x14576A95,0x17647745,20,とにかく出かけよう。,9,8,0,1
0x14576AAA,0x1764775A,62,俺が寝かされていた部屋だ。そういえば彼女の荷物が見当たらない。,29,19,0,10
0x14576AE9,0x17647799,44,大抵の女の子は、大量の荷物を持ってくるのに。,20,11,0,9
0x14576B16,0x176477C6,22,順序だてて話をしよう。,10,7,0,3
0x14576B2D,0x176477DD,30,まず、君はいったい何者なんだ？,13,10,0,3
0x14576B4C,0x176477FC,22,信じられないな・・・。,10,6,3,1
0x14576B63,0x17647813,68,だって、さっき君は血を流していたじゃないか。それに体温だって・・・。,31,23,3,5
0x14576BA8,0x17647858,32,人間と同じではなくそれ以上だな。,15,10,0,5
0x14576BC9,0x17647879,32,俺には変身なんて出来ないからね。,15,10,0,5
0x14576BEA,0x1764789A,34,ちょっと聞きたいんだけどさ・・・。,16,12,3,1
0x14576C0D,0x176478BD,28,さっき、じいさんが言っていた,13,12,0,1
0x14576C2A,0x176478DA,34,「パンサークロー」ってのはいったい,15,8,7,0
0x14576C4D,0x176478FD,14,何者なんだい？,6,4,0,2
0x14576C5C,0x1764790C,28,じゃあ、何度でも復活するの？,12,8,0,4
0x14576C79,0x17647929,34,それにしても、みずえちゃんはもっと,16,16,0,0
0x14576C9C,0x1764794C,28,内気な女の子だと聞いてたぜ。,13,8,0,5
0x14576CB9,0x17647969,28,いったい何があったんだろう？,13,12,0,1
0x14576CD6,0x17647986,24,助ける方法はないのかい？,11,8,0,3
0x14576CEF,0x1764799F,24,ちょっと勇気がいるけど、,11,9,0,2
0x14576D08,0x176479B8,28,俺もぜひ応援させてもらうよ。,13,10,0,3
0x14576D25,0x176479D5,34,それに美紅ちゃんのことも心配だし。,16,12,0,4
