priority,jp_text,occurrences,kind,first_logical_offset,kr_text,status
11617,8凋	B｡ｮ,1,name_like,0x16E09002,,UNTRANSLATED
11618,8辻Iｿ_ﾐ,1,name_like,0xFB70667,,UNTRANSLATED
11619,8選ｼ接ﾛ渇,1,name_like,0x16122355,,UNTRANSLATED
11620,8ｨﾈｹMﾁ,1,name_like,0x1F2F8A9A,,UNTRANSLATED
11621,8ｪ$ﾀI掩,1,name_like,0x1614C485,,UNTRANSLATED
11622,8ｪﾗｪﾚ麾,1,name_like,0x1425EBA4,,UNTRANSLATED
11623,8ｰﾊ氈蝋#,1,name_like,0x1737C2FE,,UNTRANSLATED
11624,8ﾃ;ﾐ8心,1,name_like,0x16B733C2,,UNTRANSLATED
11625,8ﾇﾒﾃY壇,1,name_like,0x17C6C0E3,,UNTRANSLATED
11626,8ﾎLｲ檬|,1,name_like,0x1518625C,,UNTRANSLATED
11627,8ﾑｭｩ凹#,1,name_like,0x15C5A2BB,,UNTRANSLATED
11628,9繭z､ｹJ,1,name_like,0x15EF3235,,UNTRANSLATED
11629,9ｲx'ｰ尨,1,name_like,0x161B0999,,UNTRANSLATED
11630,9ﾊ\榜刪X,1,name_like,0x158E7A55,,UNTRANSLATED
11631,:04ｵｴﾌ,1,name_like,0x1D85551E,,UNTRANSLATED
11632,":囀
ｲxﾑ",1,name_like,0x1E3E4750,,UNTRANSLATED
11633,":･A
｡毅",1,name_like,0x1630C13D,,UNTRANSLATED
11634,:ｹ&搨hｨ,1,name_like,0x187E51D9,,UNTRANSLATED
11635,:ﾄ*唖6侠,1,name_like,0xD82E79,,UNTRANSLATED
11636,:ﾅ ﾐ\熙,1,name_like,0x6564B3F,,UNTRANSLATED
11637,;ｪｪｨﾔ,1,name_like,0x20794A2C,,UNTRANSLATED
11638,;ｨ◆ﾘ嵶囮,1,name_like,0x189FCF3C,,UNTRANSLATED
11639,;ｭ強Q劒ｫ,1,name_like,0x21C427C7,,UNTRANSLATED
11640,;ｯｿﾒｷﾀ,1,name_like,0x28E37F8,,UNTRANSLATED
11641,;ｯﾁC昂ﾀ,1,name_like,0xAE0C9ED,,UNTRANSLATED
11642,;ｯﾌ[O弗,1,name_like,0x2033006E,,UNTRANSLATED
11643,;ｿWkｻ舸,1,name_like,0x1F198302,,UNTRANSLATED
11644,;ﾒJｯ椶豢,1,name_like,0x1EDE6FB3,,UNTRANSLATED
11645,;ﾓ讖ｦｹﾔ,1,name_like,0x158D2B17,,UNTRANSLATED
11646,<備s4｢ｱ,1,name_like,0x20813662,,UNTRANSLATED
11647,<ｨ破ｨ｣	,1,name_like,0x53FED92,,UNTRANSLATED
11648,<ﾚm｣ｪ挑,1,name_like,0xF72320,,UNTRANSLATED
11649,=Tﾍ檜 喫,1,name_like,0x21355DE5,,UNTRANSLATED
11650,=悍-ｿ餡ﾂ,1,name_like,0xD748AAF,,UNTRANSLATED
11651,=ｽ鴣o磬ｾ,1,name_like,0x1B6A55B,,UNTRANSLATED
11652,=ｿs鰻塰穴,1,name_like,0x17719C2A,,UNTRANSLATED
11653,=ｿ{陥夐穴,1,name_like,0x1772851E,,UNTRANSLATED
11654,=ｿ玳}ﾏ敲,1,name_like,0x153F4601,,UNTRANSLATED
11655,>GﾙPﾀｫ,1,name_like,0x22079F7F,,UNTRANSLATED
11656,>H遠ﾜﾌt,1,name_like,0x1B40A0B2,,UNTRANSLATED
11657,>叢焙plﾑ,1,name_like,0x74E4B6A,,UNTRANSLATED
11658,>ｦﾟVｹ$,1,name_like,0x6191F97,,UNTRANSLATED
11659,>ｽ<ﾂGﾀ,1,name_like,0x1FD52A32,,UNTRANSLATED
11660,@#傅ﾁBｨ,1,name_like,0x70D3A47,,UNTRANSLATED
11661,@2ﾌｩP｢,1,name_like,0x1D13A7EC,,UNTRANSLATED
11662,@Sﾂｻ｢頚,1,name_like,0x12D047E,,UNTRANSLATED
11663,"@cﾉ""ﾃｬ",1,name_like,0x19145D55,,UNTRANSLATED
11664,@操ﾍｹ0延,1,name_like,0x16AC3B0F,,UNTRANSLATED
11665,@漠ﾘ*のt,1,name_like,0x21CE6E0C,,UNTRANSLATED
11666,@ｚ渇Tｸｫ,1,name_like,0x3A96D0C,,UNTRANSLATED
11667,@｡弄J･<,1,name_like,0xA062,,UNTRANSLATED
11668,@ｦ]ｻﾕ@,1,name_like,0x6161,,UNTRANSLATED
11669,"@ｨ""孱ｺｯ",1,name_like,0x3479E3D,,UNTRANSLATED
11670,@ｽZ鵈季ﾀ,1,name_like,0x1B33741C,,UNTRANSLATED
11671,@ﾀｬPｈ	,1,name_like,0x15E89BFE,,UNTRANSLATED
11672,@ﾗﾏﾟ>|,1,name_like,0x1B053929,,UNTRANSLATED
11673,@ﾛﾀﾇf1,1,name_like,0x51DED4D,,UNTRANSLATED
11674,"A曝\ﾂ	",1,name_like,0x17041F78,,UNTRANSLATED
11675,A$粋ｹｯｭ,1,name_like,0x39F1436,,UNTRANSLATED
11676,Ab｢Vｲﾒ,1,name_like,0x1504D9ED,,UNTRANSLATED
11677,A∴俑巨ﾊ圈,1,name_like,0x171D90F4,,UNTRANSLATED
11678,"A多慷ﾜｽ
",1,name_like,0x544F555,,UNTRANSLATED
11679,A腎レ&ｩ ,1,name_like,0x582A82F,,UNTRANSLATED
11680,AｧDﾑﾍE,1,name_like,0x782554C,,UNTRANSLATED
11681,Aｲｯﾊ角W,1,name_like,0x16BCB581,,UNTRANSLATED
11682,AﾀY騰韻ｨ,1,name_like,0x49F530,,UNTRANSLATED
11683,Aﾝ頌ｼ輌,1,name_like,0xD6EE0EC,,UNTRANSLATED
11684,"B$ﾀｫﾊ
",1,name_like,0x1E263A71,,UNTRANSLATED
11685,B切ｽｫﾋｫ,1,name_like,0x1607B98F,,UNTRANSLATED
11686,B寐ｪ ﾙ	,1,name_like,0x15F4A93D,,UNTRANSLATED
11687,B｡ｮ唖8%,1,name_like,0x1600D0DA,,UNTRANSLATED
11688,Bｨﾊ壱圷T,1,name_like,0xBD46CE,,UNTRANSLATED
11689,Bﾈ;ﾃ慶○,1,name_like,0x5B5815F,,UNTRANSLATED
11690,Bﾕｴ入Yo,1,name_like,0x1EE561D1,,UNTRANSLATED
11691,C2食3苒ﾉ,1,name_like,0x4773141,,UNTRANSLATED
11692,"C挺ｦｾ,0",1,name_like,0x73D3F8D,,UNTRANSLATED
11693,C＄ﾋﾌｻ揶,1,name_like,0x15DED254,,UNTRANSLATED
11694,Cｨｮｺp%,1,name_like,0x5329836,,UNTRANSLATED
11695,Cｱｿ ﾋb,1,name_like,0x5531E42,,UNTRANSLATED
11696,CｻｸJﾐ2,1,name_like,0x56AAFF7,,UNTRANSLATED
11697,Cﾈｻｩ@%,1,name_like,0x15BADEF6,,UNTRANSLATED
11698,D#ﾉｺﾌ	,1,name_like,0x1C0A4FF9,,UNTRANSLATED
11699,DBおﾟｪ寤,1,name_like,0xCBC4DE,,UNTRANSLATED
11700,D欠演〜ｰQ,1,name_like,0x1618DC97,,UNTRANSLATED
11701,D貶ｫZ｡$,1,name_like,0x1D3F4D4,,UNTRANSLATED
11702,Dｨ Tｰ	,1,name_like,0x18FEDF6F,,UNTRANSLATED
11703,"Eｨｺ
ﾚ尨",1,name_like,0x15FE0BB0,,UNTRANSLATED
11704,EｪﾕｩﾐY,1,name_like,0x1FF0BEBF,,UNTRANSLATED
11705,F@ｶｷｫｾ,1,name_like,0x2078937C,,UNTRANSLATED
11706,G+eｧﾉ俤,1,name_like,0x4E54733,,UNTRANSLATED
11707,G_鐔ﾀ棚ｰ,1,name_like,0x3CC56A3,,UNTRANSLATED
11708,Gｱiｸ+ﾐ,1,name_like,0x1612FCC1,,UNTRANSLATED
11709,H$ｨ ﾂｮ,1,name_like,0x8D3E6E,,UNTRANSLATED
11710,HbPｨｶﾜ,1,name_like,0x17EA8969,,UNTRANSLATED
11711,Hピ$#噫ﾊ,1,name_like,0x18879377,,UNTRANSLATED
11712,H磧梓8喧	,1,name_like,0x2C584F,,UNTRANSLATED
11713,I4｣ﾎ嬲l,1,name_like,0x21C9CCDC,,UNTRANSLATED
11714,I縊ｽDTｸ,1,name_like,0x1534E9FC,,UNTRANSLATED
11715,Iｩ滴ｨA恣,1,name_like,0x33CF8B7,,UNTRANSLATED
11716,JTｳﾝｴ碣,1,name_like,0x3B9383F,,UNTRANSLATED
11717,Jh]ｃｯﾀ,1,name_like,0x12A2E1AF,,UNTRANSLATED
11718,J｡0沃ｽ	,1,name_like,0x1E040C34,,UNTRANSLATED
11719,Jﾓ<ﾏﾑﾁ,1,name_like,0x2163DD7E,,UNTRANSLATED
11720,Jﾕﾆ0､ｷ,1,name_like,0x5192856,,UNTRANSLATED
11721,K慣ﾓ1/乙,1,name_like,0x1BFA5287,,UNTRANSLATED
11722,Kﾈ\冷篠讓,1,name_like,0xC092FA5,,UNTRANSLATED
11723,Kﾉt｡9ﾈ,1,name_like,0x7478F7E,,UNTRANSLATED
11724,Kﾉtｲｧ;,1,name_like,0x74881AF,,UNTRANSLATED
11725,Kﾍp沃｡d,1,name_like,0x1E04077C,,UNTRANSLATED
11726,Kﾍt沃｡d,1,name_like,0x1E0405B4,,UNTRANSLATED
11727,L	ｴｦ｡,1,name_like,0x175AD624,,UNTRANSLATED
11728,"Lｮо｡ ",1,name_like,0x148C5A98,,UNTRANSLATED
11729,L起朸@ｪ4,1,name_like,0x156F0681,,UNTRANSLATED
11730,LｪｴH	ｨ,1,name_like,0x38C1076,,UNTRANSLATED
11731,Lﾐﾁ菱 ｩ,1,name_like,0x213C4C29,,UNTRANSLATED
11732,"M
贈｢{按",1,name_like,0x17010F73,,UNTRANSLATED
11733,M~=ﾗ當搴,1,name_like,0x207D7057,,UNTRANSLATED
11734,Mﾊ4ｯ塑謝,1,name_like,0x1FEC8A82,,UNTRANSLATED
11735,Mﾝｰｬ狄	,1,name_like,0x144790DE,,UNTRANSLATED
11736,"N売ﾀ｡""",1,name_like,0x1493602A,,UNTRANSLATED
11737,"N隙ﾀ｡#",1,name_like,0x14936032,,UNTRANSLATED
11738,N4ｺ:ｲｳ,1,name_like,0x1F1A48FC,,UNTRANSLATED
11739,NﾅaﾑﾆI,1,name_like,0xBF3F199,,UNTRANSLATED
11740,Nﾟ｣協-博,1,name_like,0x4AA4E96,,UNTRANSLATED
11741,O儖ﾌﾝﾟﾔ,1,name_like,0x180F3D3D,,UNTRANSLATED
11742,O蛻ｫﾍﾁ&,1,name_like,0x21035118,,UNTRANSLATED
11743,Oﾈｨｬﾌザ,1,name_like,0x1ED59BEC,,UNTRANSLATED
11744,Oﾓ2ｨﾌﾄ,1,name_like,0x203E9AE5,,UNTRANSLATED
11745,Oﾘﾍ門uｹ,1,name_like,0x21604EAA,,UNTRANSLATED
11746,P%束ｭ刳	,1,name_like,0x15DA37BC,,UNTRANSLATED
11747,P7#唖ﾊ惻,1,name_like,0x1627F7B2,,UNTRANSLATED
11748,P佼､j2ｪ,1,name_like,0x28DC3CF,,UNTRANSLATED
11749,P峰ｬﾌI ,1,name_like,0x1D46E69B,,UNTRANSLATED
11750,P跿ﾜﾔT/,1,name_like,0x199EFFF5,,UNTRANSLATED
11751,Pｪ｡@\ｪ,1,name_like,0x1B50DF6D,,UNTRANSLATED
11752,Pｪ｡U@ﾐ,1,name_like,0x1EF70A4F,,UNTRANSLATED
11753,Pｵｷiﾘ;,1,name_like,0x1CBCA5E3,,UNTRANSLATED
11754,Pﾁ	下＋ﾐ,1,name_like,0x15F05647,,UNTRANSLATED
11755,"Q焙 ｢#",1,name_like,0x14A46044,,UNTRANSLATED
11756,"Q閼 ｢""",1,name_like,0x14A4603C,,UNTRANSLATED
11757,"Qｄ ｢8",1,name_like,0x144759E4,,UNTRANSLATED
11758,Q7威園ﾉ8,1,name_like,0x1626054B,,UNTRANSLATED
11759,QR艤ｿ儚~,1,name_like,0x216776D8,,UNTRANSLATED
11760,"Q｡ｾｩｼ
",1,name_like,0x16EF5EDB,,UNTRANSLATED
11761,QｰｫR進&,1,name_like,0x15FECF2E,,UNTRANSLATED
11762,QﾀX∴ｸ抗,1,name_like,0x3A18DBB,,UNTRANSLATED
11763,Qﾐq#ｷ筌,1,name_like,0x1A0C6D55,,UNTRANSLATED
11764,R %ヾｸ埓,1,name_like,0x172D2531,,UNTRANSLATED
11765,R#ｰｬｸ黄,1,name_like,0x3888706,,UNTRANSLATED
11766,Rげﾎ迂%4,1,name_like,0x18A70E83,,UNTRANSLATED
11767,Rヨｨﾏｪ演,1,name_like,0x16AB012C,,UNTRANSLATED
11768,"R匆ｪ
ﾎ2",1,name_like,0x15B1E679,,UNTRANSLATED
11769,R｡9ｲ沓ﾙ,1,name_like,0x18E580FA,,UNTRANSLATED
11770,R｢0ﾀ2ﾎ,1,name_like,0x2E7EE,,UNTRANSLATED
11771,R｢爬@ｽ	,1,name_like,0x14475B62,,UNTRANSLATED
11772,R｢ｼｵ2ﾎ,1,name_like,0x1447A640,,UNTRANSLATED
11773,R｢ﾐH2ﾎ,1,name_like,0x2C1E4,,UNTRANSLATED
11774,R｢ﾜｦ2ﾎ,1,name_like,0x14475C42,,UNTRANSLATED
11775,"Rｱｫ儷｡
",1,name_like,0x5DEEBCA,,UNTRANSLATED
11776,Rﾃｫ0ﾙ楜,1,name_like,0x1DC732CD,,UNTRANSLATED
11777,S#2ｱ憙倹,1,name_like,0x35680FC,,UNTRANSLATED
11778,S＄刪ｬﾛ怏,1,name_like,0x16E6E141,,UNTRANSLATED
11779,Sｨ｡諮ｫq,1,name_like,0x16C7325E,,UNTRANSLATED
11780,Sﾎｼ機ｽ	,1,name_like,0x14456206,,UNTRANSLATED
11781,Sﾎﾜ義ｽ	,1,name_like,0x144581E0,,UNTRANSLATED
11782,"Sﾞ,ｧQﾍ",1,name_like,0x144766F0,,UNTRANSLATED
11783,T↓ｪ齲呟ｻ,1,name_like,0x187EE38F,,UNTRANSLATED
11784,"Tｸ鋸cｰ
",1,name_like,0x162D725C,,UNTRANSLATED
11785,Tﾃﾅﾎ[麾,1,name_like,0x1B1924D1,,UNTRANSLATED
11786,Tﾉ$扼ｿﾜ,1,name_like,0x15777430,,UNTRANSLATED
11787,U飆錮ﾒｾ%,1,name_like,0x1FD37CC5,,UNTRANSLATED
11788,UｮJ評ﾋ[,1,name_like,0xFB3CA67,,UNTRANSLATED
11789,Uﾊﾖﾍsﾕ,1,name_like,0x3F231E9,,UNTRANSLATED
11790,Vｙ勠ｺ嬋G,1,name_like,0x15F7F7E0,,UNTRANSLATED
11791,V｢ﾑE~｡,1,name_like,0x214ADB50,,UNTRANSLATED
11792,Vﾁ瑣恥ｸx,1,name_like,0xDE1CE12,,UNTRANSLATED
11793,W'ﾔdﾄﾓ,1,name_like,0x3D097EE,,UNTRANSLATED
11794,W÷ﾉ暇厖	,1,name_like,0x172D43C7,,UNTRANSLATED
11795,W･ﾛMｧ･,1,name_like,0x4DEB545,,UNTRANSLATED
11796,Wﾑﾟﾌﾊ1,1,name_like,0x1F2BE7E1,,UNTRANSLATED
11797,X$｢ｭ汚D,1,name_like,0x162F6179,,UNTRANSLATED
11798,X｡0'科ｽ,1,name_like,0x16B1BEFB,,UNTRANSLATED
11799,X｢Pｨｶﾜ,1,name_like,0x17EA3AB0,,UNTRANSLATED
11800,"Xｪ恭
9ｱ",1,name_like,0x255134E,,UNTRANSLATED
11801,"Xｪｱ
7ｱ",1,name_like,0x21E7518E,,UNTRANSLATED
11802,Xﾉ$陶6ﾞ,1,name_like,0x1B3DB169,,UNTRANSLATED
11803,Y'陋0ぼ凹,1,name_like,0x160AE52C,,UNTRANSLATED
11804,YｬYｬ-刪,1,name_like,0x204E26C,,UNTRANSLATED
11805,Yｬ｢檮ﾕ&,1,name_like,0x1DF8D16E,,UNTRANSLATED
11806,"ZI ﾏﾀ",1,name_like,0x1AFE40BB,,UNTRANSLATED
11807,Zｩ≠ｱOｱ,1,name_like,0x3964204,,UNTRANSLATED
11808,ZﾃAｷｳｾ,1,name_like,0x74816BB,,UNTRANSLATED
11809,\伝.~ﾅﾈ,1,name_like,0x1CBC5344,,UNTRANSLATED
11810,\鼎悽jｰ靦,1,name_like,0x1AB91A1,,UNTRANSLATED
11811,\ｨ6[槹ﾟ,1,name_like,0x1F746561,,UNTRANSLATED
11812,]伜@:ﾚ誡,1,name_like,0x21BB6224,,UNTRANSLATED
11813,]卷ﾒﾀ}洩,1,name_like,0x1F1A27E8,,UNTRANSLATED
11814,^'馴ﾔｧe,1,name_like,0x1EDE1648,,UNTRANSLATED
11815,^ｭzｿﾏ箔,1,name_like,0x1EC2F5A,,UNTRANSLATED
11816,_Mｴ廟A耘,1,name_like,0x2E4AE,,UNTRANSLATED
11817,_樵ｺ勧劒9,1,name_like,0x1CA3F65F,,UNTRANSLATED
11818,"`""ｳｳｹ凄",1,name_like,0x17DB69EC,,UNTRANSLATED
11819,"`Gｰｫﾛ
",1,name_like,0x1688AE33,,UNTRANSLATED
11820,`糟､jｰ	,1,name_like,0x189145CB,,UNTRANSLATED
11821,`｣ﾐLﾝﾅ,1,name_like,0x85A4,,UNTRANSLATED
11822,a遜刪ｹ:W,1,name_like,0x5828CA,,UNTRANSLATED
11823,aｹ縁ｪ|ｪ,1,name_like,0x1526111C,,UNTRANSLATED
11824,aﾀ0説;｢,1,name_like,0xCFDEA4,,UNTRANSLATED
11825,b#ｨ	ｨｮ,1,name_like,0x16A315D9,,UNTRANSLATED
11826,"b｡ｩ9ﾁ
",1,name_like,0x161AE721,,UNTRANSLATED
11827,bｨ 製Gﾋ,1,name_like,0x1E29E4EA,,UNTRANSLATED
11828,bﾈ ｩ$ｾ,1,name_like,0x189537AE,,UNTRANSLATED
11829,"c#｢沼
寝",1,name_like,0x16196473,,UNTRANSLATED
11830,ctｪｮ<ﾊ,1,name_like,0x441D040,,UNTRANSLATED
11831,c⊂河ｺｼ	,1,name_like,0x15FC5DF5,,UNTRANSLATED
11832,c窓俯ﾚ[g,1,name_like,0x39FAC76,,UNTRANSLATED
11833,c逗ｻT2燧,1,name_like,0x15AC5DC5,,UNTRANSLATED
11834,d粋ｬｩﾜ薗,1,name_like,0x87DD4B,,UNTRANSLATED
11835,dｰｻ@ﾘ`,1,name_like,0x169F6CA6,,UNTRANSLATED
11836,eそ $ｸｮ,1,name_like,0x15BDE0A2,,UNTRANSLATED
11837,"e秋浄#鱠",1,name_like,0x1129965,,UNTRANSLATED
11838,"e粁8ﾏﾀ",1,name_like,0x2906E53,,UNTRANSLATED
11839,eｦ;ｯｸﾂ,1,name_like,0x2CC14B0,,UNTRANSLATED
11840,eｧｫﾈ8格,1,name_like,0x1B185F8B,,UNTRANSLATED
11841,f垠pﾉｦ俾,1,name_like,0x1B47044A,,UNTRANSLATED
11842,g|ﾀ ｹﾜ,1,name_like,0x2000552,,UNTRANSLATED
11843,g藥刎RBｯ,1,name_like,0xE8227D,,UNTRANSLATED
11844,"gｹ消ｵ""",1,name_like,0x216216FE,,UNTRANSLATED
11845,gﾎﾎlﾖ7,1,name_like,0xCAA274E,,UNTRANSLATED
11846,gﾏm~｣蕈,1,name_like,0x152683FC,,UNTRANSLATED
11847,hdﾗﾏﾟ選,1,name_like,0x7EA0E5C,,UNTRANSLATED
11848,huｾｼｿﾁ,1,name_like,0x1FD79EC4,,UNTRANSLATED
11849,h｡豫伊圸煙,1,name_like,0x983CBE,,UNTRANSLATED
11850,hｨｪ｢ﾃp,1,name_like,0x1ABD457D,,UNTRANSLATED
11851,i･c毅ﾃﾉ,1,name_like,0xD6DEBCA,,UNTRANSLATED
11852,j･ｪgｴs,1,name_like,0x1B22D2A,,UNTRANSLATED
11853,jｵ*=河莱,1,name_like,0x215E8D30,,UNTRANSLATED
11854,"jｸ1惡,ｰ",1,name_like,0x1E2F03C6,,UNTRANSLATED
11855,jﾎｼ義ｽ	,1,name_like,0x1445610A,,UNTRANSLATED
11856,kFﾖｪｭN,1,name_like,0x200ED9C8,,UNTRANSLATED
11857,kT鞜ﾍ駭ｿ,1,name_like,0x1CE87C4D,,UNTRANSLATED
11858,k檀ｳｻ<t,1,name_like,0x186D72C2,,UNTRANSLATED
11859,k｡4ﾀKﾍ,1,name_like,0x2E932,,UNTRANSLATED
11860,k｡h7｣ﾍ,1,name_like,0x1446614A,,UNTRANSLATED
11861,"l肢モ祥ｱ",1,name_like,0x1327C006,,UNTRANSLATED
11862,l淌ﾁ≪ﾔ篷,1,name_like,0x1A6E33F,,UNTRANSLATED
11863,lｸｱp堰÷,1,name_like,0x172EAACB,,UNTRANSLATED
11864,lﾎ7鞆ｵ畴,1,name_like,0x1AAC9B87,,UNTRANSLATED
11865,mﾝ渣 ﾘ榴,1,name_like,0x1A15FFE8,,UNTRANSLATED
11866,n5ﾓｺ胄0,1,name_like,0x3CDCC2C,,UNTRANSLATED
11867,nJｽ5ﾊﾀ,1,name_like,0x14F90E63,,UNTRANSLATED
11868,o;ｾ[靜ﾟ,1,name_like,0x2032637B,,UNTRANSLATED
11869,o_ﾋ*ﾚﾀ,1,name_like,0x153E2912,,UNTRANSLATED
11870,oマuｹ胚鄲,1,name_like,0x1B02906A,,UNTRANSLATED
11871,o汳ﾟh#ｷ,1,name_like,0x192B0500,,UNTRANSLATED
11872,oﾂｳﾇ瀉>,1,name_like,0x1FAE8087,,UNTRANSLATED
11873,oﾇﾇﾂf鉋,1,name_like,0x1A0EB4E2,,UNTRANSLATED
11874,oﾗ Bﾐﾄ,1,name_like,0x29C6AF1,,UNTRANSLATED
11875,"p9ｮｾｾ",1,name_like,0x21BFB7C1,,UNTRANSLATED
11876,q3粋萎嚔#,1,name_like,0x5510842,,UNTRANSLATED
11877,qｲ活%@ﾀ,1,name_like,0x18EB4833,,UNTRANSLATED
11878,rｮﾄｧr&,1,name_like,0x1319E7EA,,UNTRANSLATED
11879,rﾌﾄ競ﾏh,1,name_like,0x14455B32,,UNTRANSLATED
11880,rﾝﾝ|ﾑﾂ,1,name_like,0x1F1777B5,,UNTRANSLATED
11881,"s6""成ｫｪ",1,name_like,0x1704A9C8,,UNTRANSLATED
11882,s叩｡ｪ釧	,1,name_like,0x40BA94,,UNTRANSLATED
11883,s｢0ｧSﾎ,1,name_like,0x14476DD8,,UNTRANSLATED
11884,s｢4ｧSﾎ,1,name_like,0x14476C10,,UNTRANSLATED
11885,s｢爬`ｽ	,1,name_like,0x14475A2C,,UNTRANSLATED
11886,t･畔｢$o,1,name_like,0x1D76067E,,UNTRANSLATED
11887,tｪﾓｫﾑW,1,name_like,0x20E64889,,UNTRANSLATED
11888,tｫｧQﾓ牛,1,name_like,0x664FF1C,,UNTRANSLATED
11889,u3#ｰﾙ實,1,name_like,0x1E47B67B,,UNTRANSLATED
11890,uﾝﾄ]ｩ,1,name_like,0x1EDA02AC,,UNTRANSLATED
11891,v	芳ﾄ奸汝,1,name_like,0x2159156C,,UNTRANSLATED
11892,v樟qﾏ嘆ﾘ,1,name_like,0x1D0AA2CB,,UNTRANSLATED
11893,vｨｨｪ娃Q,1,name_like,0x2FA20C1,,UNTRANSLATED
11894,vｸdﾄdﾐ,1,name_like,0x20062865,,UNTRANSLATED
11895,wsG逗ｹ勧,1,name_like,0x82495E,,UNTRANSLATED
11896,w}~ｧﾟ聰,1,name_like,0x1EFA4A82,,UNTRANSLATED
11897,w悼凰	ﾚA,1,name_like,0x24C40C,,UNTRANSLATED
11898,wﾎ:ﾇｭ`,1,name_like,0xA368BBF,,UNTRANSLATED
11899,x$ﾀﾋｫA,1,name_like,0x5F2C390,,UNTRANSLATED
11900,x&∴ﾙｾ刮,1,name_like,0x3439559,,UNTRANSLATED
11901,"xｩﾄ8
｡",1,name_like,0x1BF7F593,,UNTRANSLATED
11902,y烙 逗｡潔,1,name_like,0x1E4C3037,,UNTRANSLATED
11903,yﾙ･	Yｵ,1,name_like,0x74879A4,,UNTRANSLATED
11904,z｡Sﾊｩr,1,name_like,0x164B8E7C,,UNTRANSLATED
11905,zﾍ醤堅Ｖa,1,name_like,0x1A12DD13,,UNTRANSLATED
11906,|D@ﾍ熱聲,1,name_like,0xA2D0,,UNTRANSLATED
11907,",ﾅ｢bﾚ",1,name_like,0x6B031AC,,UNTRANSLATED
11908,Mｲ廟A耘,1,name_like,0x2E528,,UNTRANSLATED
11909,g|浬ｨﾌ,1,name_like,0x1C781BC1,,UNTRANSLATED
11910,晦ﾙﾄY>,1,name_like,0x20B9A442,,UNTRANSLATED
11911,替･SYﾐ,1,name_like,0x11401395,,UNTRANSLATED
11912,ｦ｡Zz擱,1,name_like,0x1530202D,,UNTRANSLATED
11913,"ｼｰU,ﾆ",1,name_like,0x10C7A262,,UNTRANSLATED
11914,ｾｿ頷襤,1,name_like,0x6AB2814,,UNTRANSLATED
11915,ﾅｿﾐ	 ,1,name_like,0x203A4509,,UNTRANSLATED
11916,ﾋｿ鋩,1,name_like,0x150E47A7,,UNTRANSLATED
11917,ﾋﾅb孝咥,1,name_like,0x1FA4DDFE,,UNTRANSLATED
11918,"ﾎ
&ﾚ",1,name_like,0x21C0FD6A,,UNTRANSLATED
11919,ﾚｬ傀Oﾀ,1,name_like,0x1D14190C,,UNTRANSLATED
11920,ﾛ扈ｾ､痩,1,name_like,0x3EDE932,,UNTRANSLATED
11921,§ｽｼ械3C,1,name_like,0x1C132B63,,UNTRANSLATED
11922,°ｸ@ｩ#ﾟ,1,name_like,0x18D83BFC,,UNTRANSLATED
11923,÷ｪ析ｪ厂活,1,name_like,0x1E3A71CB,,UNTRANSLATED
11924,Βﾏﾈh¢決,1,name_like,0x1E61009D,,UNTRANSLATED
11925,Ξｸｭ霈>g,1,name_like,0x1E20FB95,,UNTRANSLATED
11926,→卷墹	ｻ勳,1,name_like,0x1C26E6EA,,UNTRANSLATED
11927,↓拐ｪ蝦卿ｬ,1,name_like,0x18F81741,,UNTRANSLATED
11928,↓ｹp6｡ｽ,1,name_like,0x1739D261,,UNTRANSLATED
11929,⇒ｬｫ虻ﾜｬ,1,name_like,0x5787518,,UNTRANSLATED
11930,∇蝦ｬ	 %,1,name_like,0x15F58CED,,UNTRANSLATED
11931,∋9＄ｪｿ勦,1,name_like,0x171AA214,,UNTRANSLATED
11932,∨潟ｿ7ﾚ ,1,name_like,0xD86241,,UNTRANSLATED
11933,∪沿D$伊ｭ,1,name_like,0x165EBB43,,UNTRANSLATED
11934,∴ｪｺ絵梶 ,1,name_like,0x15C6BC86,,UNTRANSLATED
11935,∴ﾈｹｪｫ腰,1,name_like,0x16AA9914,,UNTRANSLATED
11936,∴ﾐ汕椙垰ｬ,1,name_like,0x1905A4D7,,UNTRANSLATED
11937,⊆仂ﾋｾpg,1,name_like,0xCC54F,,UNTRANSLATED
11938,⊆ﾎｫ侈ｼｪ,1,name_like,0x18BD0CA2,,UNTRANSLATED
11939,△ｾﾜｼｪ它,1,name_like,0x1907B10E,,UNTRANSLATED
11940,○ｨﾊｻｽ ,1,name_like,0x16297175,,UNTRANSLATED
11941,♂ｨﾋﾛ壙P,1,name_like,0x1890231A,,UNTRANSLATED
11942,〓ﾈｭｻｩ	,1,name_like,0x16F7EF4E,,UNTRANSLATED
11943,きｫｹﾊｧw,1,name_like,0x2097AAA6,,UNTRANSLATED
11944,ぎﾈｮｩｻ橿,1,name_like,0x921174,,UNTRANSLATED
11945,じ$卆ｻﾏﾀ,1,name_like,0x2087F3AE,,UNTRANSLATED
11946,たｪﾝ岔ｫ園,1,name_like,0x18D98EF0,,UNTRANSLATED
11947,なｭｩ沿r',1,name_like,0x18E7C239,,UNTRANSLATED
11948,ぽﾛｼ巻8ｰ,1,name_like,0x643035,,UNTRANSLATED
11949,めﾋﾋｪｩ	,1,name_like,0x57816B9,,UNTRANSLATED
11950,ァ棠ｩbB唖,1,name_like,0x16188EBE,,UNTRANSLATED
